enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
11761,57,10,2023-11-01,2024-02-22,71,2.8,"The course was okay, not too bad."
11762,419,21,2023-01-14,2023-02-19,35,3.7,"The course was okay, not too bad."
11763,450,17,2023-12-09,2024-05-08,27,2.1,"Not worth the time, very disappointing."
11764,178,4,2023-12-25,2024-03-05,51,5.0,"Excellent course, highly recommend!"
11765,458,12,2024-03-22,2024-07-10,56,1.2,I didn't learn anything new from this course.
11766,243,17,2024-07-15,2024-11-09,9,1.2,"Poorly organized, I expected better."
11767,254,13,2024-03-20,2024-05-09,51,3.5,"The course was okay, not too bad."
11768,209,4,2024-08-27,2024-11-27,94,2.5,The course met my expectations.
11769,107,24,2023-12-05,2024-02-10,28,1.7,I didn't learn anything new from this course.
11770,62,1,2024-02-16,2024-06-24,27,1.3,"Poorly organized, I expected better."
11771,115,8,2022-12-14,2023-04-05,99,2.0,I didn't learn anything new from this course.
11772,333,18,2023-11-04,2023-12-16,84,3.7,It was a decent experience overall.
11773,217,24,2022-11-10,2023-01-22,70,1.3,I didn't learn anything new from this course.
11774,151,1,2023-06-13,2023-11-21,56,2.7,"The course was okay, not too bad."
11775,490,16,2023-06-16,2023-09-22,75,1.6,I would not recommend this course.
11776,286,14,2023-08-25,2023-11-15,98,3.5,The course met my expectations.
11777,128,10,2023-07-06,2023-10-21,30,4.9,"Excellent course, highly recommend!"
11778,442,5,2024-08-14,2025-01-10,30,1.3,The content was outdated and irrelevant.
11779,254,2,2023-11-07,2024-04-22,4,4.1,"The instructor was great, learned a lot!"
11780,487,15,2022-11-22,2023-01-07,90,4.7,The materials provided were very helpful.
11781,6,4,2023-12-06,2024-01-22,78,2.0,The content was outdated and irrelevant.
11782,48,13,2023-01-20,2023-04-11,41,4.2,Very informative and well structured.
11783,198,7,2023-03-10,2023-08-18,0,1.6,"Poorly organized, I expected better."
11784,119,24,2024-03-20,2024-08-23,33,1.9,"Poorly organized, I expected better."
11785,153,11,2024-06-10,2024-09-13,63,2.2,I didn't learn anything new from this course.
11786,116,13,2024-03-22,2024-05-25,68,2.3,"Not worth the time, very disappointing."
11787,149,2,2024-07-31,2025-01-17,93,1.1,"Poorly organized, I expected better."
11788,69,3,2023-06-20,2023-09-28,20,3.5,Average course with some useful content.
11789,240,19,2023-10-16,2024-02-22,69,3.8,"The course was okay, not too bad."
11790,220,24,2022-11-19,2023-04-15,49,4.1,"The instructor was great, learned a lot!"
11791,446,8,2022-12-06,2023-05-26,65,3.1,The course met my expectations.
11792,104,1,2024-08-06,2025-01-27,36,2.8,The course met my expectations.
11793,427,3,2023-07-03,2023-10-26,21,1.4,The content was outdated and irrelevant.
11794,384,8,2022-10-20,2023-01-24,71,3.5,The course met my expectations.
11795,99,19,2023-11-23,2024-01-18,97,1.6,"Poorly organized, I expected better."
11796,495,17,2022-12-08,2023-03-21,68,2.7,The course met my expectations.
11797,155,11,2024-06-26,2024-11-19,46,4.3,"The instructor was great, learned a lot!"
11798,486,5,2024-04-13,2024-09-21,0,3.6,It was a decent experience overall.
11799,27,9,2023-04-03,2023-06-06,81,2.3,I didn't learn anything new from this course.
11800,412,12,2023-09-03,2023-12-22,87,1.8,"Not worth the time, very disappointing."
11801,292,15,2023-08-21,2023-12-12,96,2.5,Average course with some useful content.
11802,217,1,2024-07-09,2024-10-28,94,2.1,I would not recommend this course.
11803,484,11,2023-08-01,2023-09-17,56,3.5,It was a decent experience overall.
11804,474,19,2024-09-07,2024-12-14,71,3.2,The course met my expectations.
11805,427,4,2023-03-13,2023-04-12,25,1.4,I would not recommend this course.
11806,270,9,2024-06-29,2024-08-02,62,3.7,Average course with some useful content.
11807,163,2,2024-05-29,2024-07-22,100,4.1,"Excellent course, highly recommend!"
11808,228,22,2024-05-24,2024-08-25,79,4.0,Very informative and well structured.
11809,435,24,2022-11-03,2023-03-25,27,2.1,I didn't learn anything new from this course.
11810,92,8,2024-10-05,2025-03-25,64,3.8,"The course was okay, not too bad."
11811,31,3,2022-11-18,2023-04-12,52,3.4,It was a decent experience overall.
11812,51,4,2024-06-16,2024-08-03,15,3.9,The course met my expectations.
11813,152,10,2022-12-22,2023-02-24,91,2.2,"Poorly organized, I expected better."
11814,225,7,2023-08-13,2024-01-24,20,2.5,It was a decent experience overall.
11815,458,7,2023-01-10,2023-04-28,75,3.0,Average course with some useful content.
11816,204,5,2024-03-13,2024-07-23,32,4.7,Very informative and well structured.
11817,213,9,2023-03-24,2023-09-16,27,4.1,Very informative and well structured.
11818,259,13,2024-04-13,2024-07-07,76,2.7,It was a decent experience overall.
11819,172,12,2023-12-21,2024-06-09,57,2.2,I would not recommend this course.
11820,432,1,2023-11-29,2024-02-17,77,3.6,Average course with some useful content.
11821,377,10,2024-02-24,2024-05-10,98,3.0,The course met my expectations.
11822,224,1,2022-10-24,2023-01-03,4,1.8,I didn't learn anything new from this course.
11823,445,20,2023-03-08,2023-05-27,63,2.1,I would not recommend this course.
11824,108,19,2024-03-17,2024-06-26,44,1.2,The content was outdated and irrelevant.
11825,31,5,2024-09-16,2025-03-13,63,4.0,I really enjoyed this course.
11826,249,15,2023-01-06,2023-02-15,72,1.4,"Not worth the time, very disappointing."
11827,424,7,2024-05-07,2024-11-01,55,3.8,"The course was okay, not too bad."
11828,262,11,2023-04-24,2023-07-10,3,2.1,I didn't learn anything new from this course.
11829,450,14,2023-02-08,2023-04-14,6,2.6,"The course was okay, not too bad."
11830,419,19,2024-09-13,2025-02-18,5,3.3,"Not much to say, it was a standard course."
11831,264,21,2023-03-12,2023-07-12,6,2.9,"The course was okay, not too bad."
11832,36,4,2024-02-15,2024-06-23,47,1.6,"Poorly organized, I expected better."
11833,106,17,2024-05-18,2024-10-28,87,4.5,Very informative and well structured.
11834,57,3,2024-08-18,2025-01-31,65,2.0,I would not recommend this course.
11835,10,24,2024-07-30,2025-01-22,76,4.2,Very informative and well structured.
11836,273,9,2022-10-09,2022-12-12,76,4.8,"Excellent course, highly recommend!"
11837,455,8,2023-02-14,2023-03-25,36,4.0,"Excellent course, highly recommend!"
11838,441,12,2024-07-20,2024-09-27,22,3.5,"The course was okay, not too bad."
11839,208,14,2024-05-11,2024-09-27,68,1.4,I didn't learn anything new from this course.
11840,103,5,2023-09-28,2024-02-04,81,2.8,Average course with some useful content.
11841,400,3,2023-06-11,2023-10-27,42,3.5,"The course was okay, not too bad."
11842,10,15,2023-02-02,2023-07-07,64,1.0,"Not worth the time, very disappointing."
11843,46,17,2024-08-20,2024-09-23,82,1.5,I didn't learn anything new from this course.
11844,279,15,2023-08-23,2023-12-05,55,4.8,The materials provided were very helpful.
11845,370,9,2024-06-24,2024-12-03,28,2.0,I didn't learn anything new from this course.
11846,354,23,2024-08-21,2024-12-08,49,4.7,"Excellent course, highly recommend!"
11847,329,23,2023-03-13,2023-05-05,92,2.3,I didn't learn anything new from this course.
11848,430,18,2024-02-10,2024-03-22,2,4.1,"Excellent course, highly recommend!"
11849,71,19,2023-11-09,2024-04-30,34,3.3,"The course was okay, not too bad."
11850,412,21,2024-04-27,2024-06-29,45,4.0,I really enjoyed this course.
11851,335,9,2023-11-21,2024-05-13,67,2.5,It was a decent experience overall.
11852,246,4,2023-05-24,2023-09-16,13,4.1,Very informative and well structured.
11853,273,22,2022-12-12,2023-05-14,55,3.2,"Not much to say, it was a standard course."
11854,417,9,2024-05-10,2024-07-31,8,1.7,"Not worth the time, very disappointing."
11855,355,10,2023-07-10,2023-09-14,9,1.6,I would not recommend this course.
11856,61,23,2023-05-13,2023-07-03,39,4.1,I really enjoyed this course.
11857,477,12,2023-11-06,2024-03-14,84,3.2,"The course was okay, not too bad."
11858,69,20,2024-04-10,2024-09-15,6,4.0,Very informative and well structured.
11859,344,16,2024-09-19,2025-02-19,47,2.0,I would not recommend this course.
11860,392,22,2023-03-21,2023-06-13,18,4.5,I really enjoyed this course.
11861,181,1,2024-02-11,2024-05-28,99,4.6,"The instructor was great, learned a lot!"
11862,88,9,2023-02-27,2023-05-02,34,1.8,I didn't learn anything new from this course.
11863,481,17,2024-07-15,2024-10-05,9,2.1,The content was outdated and irrelevant.
11864,27,5,2024-04-10,2024-09-27,63,1.6,"Poorly organized, I expected better."
11865,415,22,2024-05-03,2024-06-07,14,3.6,"Not much to say, it was a standard course."
11866,113,6,2023-05-01,2023-08-23,50,3.2,Average course with some useful content.
11867,357,4,2024-05-01,2024-08-04,30,4.8,"Excellent course, highly recommend!"
11868,391,9,2022-10-16,2022-11-25,99,1.3,"Poorly organized, I expected better."
11869,103,3,2022-11-06,2023-04-10,47,3.2,"The course was okay, not too bad."
11870,224,10,2023-05-25,2023-09-25,75,4.0,"The instructor was great, learned a lot!"
11871,346,4,2023-11-01,2023-12-01,69,1.1,I would not recommend this course.
11872,479,8,2022-10-24,2022-11-23,67,3.5,"Not much to say, it was a standard course."
11873,454,23,2024-03-25,2024-08-27,21,4.2,"The instructor was great, learned a lot!"
11874,262,8,2023-09-03,2023-12-26,89,1.4,I didn't learn anything new from this course.
11875,454,7,2023-09-17,2024-03-03,62,4.9,"The instructor was great, learned a lot!"
11876,424,5,2024-07-09,2024-10-05,11,4.4,Very informative and well structured.
11877,412,23,2024-03-06,2024-06-03,53,1.6,I didn't learn anything new from this course.
11878,136,9,2024-02-29,2024-05-16,56,4.9,Very informative and well structured.
11879,286,18,2022-12-12,2023-03-05,76,4.9,The materials provided were very helpful.
11880,204,20,2024-03-18,2024-05-09,33,1.6,I didn't learn anything new from this course.
11881,294,21,2023-07-18,2023-10-05,5,1.4,The content was outdated and irrelevant.
11882,267,11,2023-05-31,2023-08-30,44,3.2,The course met my expectations.
11883,174,2,2023-09-08,2024-02-14,69,4.0,I really enjoyed this course.
11884,69,18,2023-08-10,2024-01-17,30,1.7,The content was outdated and irrelevant.
11885,294,16,2023-07-15,2023-12-15,73,2.5,Average course with some useful content.
11886,159,14,2024-08-24,2024-12-02,83,2.0,I would not recommend this course.
11887,243,12,2022-10-10,2023-01-15,5,1.4,"Not worth the time, very disappointing."
11888,408,6,2023-05-24,2023-07-28,46,2.6,"The course was okay, not too bad."
11889,92,1,2023-03-30,2023-09-11,75,4.1,"The instructor was great, learned a lot!"
11890,68,4,2023-05-13,2023-09-05,93,4.0,Very informative and well structured.
11891,364,9,2022-10-09,2023-03-30,90,4.3,"The instructor was great, learned a lot!"
11892,61,17,2024-07-08,2024-08-28,13,4.0,"Excellent course, highly recommend!"
11893,45,24,2022-10-20,2023-02-21,95,1.7,The content was outdated and irrelevant.
11894,251,7,2022-12-08,2023-01-26,91,3.9,Average course with some useful content.
11895,442,3,2024-08-04,2025-01-25,30,2.8,"The course was okay, not too bad."
11896,454,8,2022-11-14,2023-01-12,80,2.4,"Not worth the time, very disappointing."
11897,174,23,2023-03-08,2023-07-26,49,4.5,Very informative and well structured.
11898,159,4,2024-04-15,2024-06-28,28,1.6,"Poorly organized, I expected better."
11899,362,20,2022-10-18,2023-03-09,97,3.2,"The course was okay, not too bad."
11900,121,3,2023-05-06,2023-08-02,50,1.8,The content was outdated and irrelevant.
11901,115,13,2023-07-18,2023-09-28,12,3.9,"The course was okay, not too bad."
11902,459,7,2023-10-31,2023-12-23,69,1.5,"Not worth the time, very disappointing."
11903,432,18,2023-05-08,2023-08-11,99,1.8,I didn't learn anything new from this course.
11904,160,8,2023-04-28,2023-10-06,54,1.5,I didn't learn anything new from this course.
11905,184,22,2024-06-24,2024-12-19,81,2.3,I would not recommend this course.
11906,303,15,2023-04-09,2023-09-05,43,4.6,Very informative and well structured.
11907,313,21,2024-01-12,2024-03-14,95,2.8,"The course was okay, not too bad."
11908,63,17,2023-07-19,2023-10-06,16,1.7,I would not recommend this course.
11909,209,14,2024-08-09,2025-01-12,87,4.8,I really enjoyed this course.
11910,437,11,2023-01-05,2023-06-26,21,2.7,"Not much to say, it was a standard course."
11911,425,18,2022-10-22,2023-01-05,5,2.1,"Not worth the time, very disappointing."
11912,344,5,2023-10-08,2024-03-19,79,1.6,The content was outdated and irrelevant.
11913,407,6,2023-05-02,2023-07-04,56,4.0,"The instructor was great, learned a lot!"
11914,470,12,2023-06-13,2023-08-18,27,3.5,It was a decent experience overall.
11915,297,3,2023-03-11,2023-04-30,7,4.2,I really enjoyed this course.
11916,112,22,2024-06-26,2024-12-02,78,3.0,It was a decent experience overall.
11917,95,19,2023-05-09,2023-07-24,23,2.9,It was a decent experience overall.
11918,347,16,2023-01-14,2023-03-16,71,4.7,"Excellent course, highly recommend!"
11919,363,14,2024-04-17,2024-09-16,25,2.7,"The course was okay, not too bad."
11920,67,15,2023-11-15,2024-03-02,62,1.5,I would not recommend this course.
11921,419,4,2023-06-30,2023-10-04,60,1.7,I would not recommend this course.
11922,415,6,2023-10-03,2024-03-10,43,4.3,"Excellent course, highly recommend!"
11923,22,19,2024-06-26,2024-08-25,100,1.2,"Poorly organized, I expected better."
11924,191,22,2024-09-24,2025-02-20,35,1.5,"Poorly organized, I expected better."
11925,115,15,2023-06-30,2023-09-18,53,4.2,The materials provided were very helpful.
11926,417,17,2023-11-24,2024-01-27,0,4.7,The materials provided were very helpful.
11927,145,16,2024-08-28,2025-01-03,92,4.6,I really enjoyed this course.
11928,246,14,2022-12-20,2023-03-30,51,4.8,Very informative and well structured.
11929,318,10,2023-06-23,2023-08-04,40,2.7,Average course with some useful content.
11930,441,13,2023-05-14,2023-07-20,86,2.6,"Not much to say, it was a standard course."
11931,371,16,2022-11-07,2023-05-03,39,4.3,I really enjoyed this course.
11932,123,4,2023-02-02,2023-05-02,95,2.5,"Not much to say, it was a standard course."
11933,264,21,2023-09-19,2024-02-06,13,3.5,Average course with some useful content.
11934,252,22,2022-11-17,2023-03-28,44,3.2,"The course was okay, not too bad."
11935,377,1,2022-10-28,2022-12-30,78,4.5,"The instructor was great, learned a lot!"
11936,141,4,2023-09-28,2024-02-09,38,3.5,The course met my expectations.
11937,20,19,2023-12-29,2024-02-26,48,1.8,"Poorly organized, I expected better."
11938,187,11,2022-12-14,2023-03-19,24,2.9,"Not much to say, it was a standard course."
11939,243,3,2023-07-10,2023-10-08,55,3.9,Average course with some useful content.
11940,280,1,2023-10-08,2024-02-05,57,2.6,It was a decent experience overall.
11941,419,15,2023-09-30,2023-11-22,51,2.0,I would not recommend this course.
11942,222,9,2023-12-08,2024-04-15,67,1.3,I would not recommend this course.
11943,11,10,2023-10-21,2024-01-01,24,4.6,"Excellent course, highly recommend!"
11944,208,22,2023-08-08,2024-01-04,40,2.2,"Not worth the time, very disappointing."
11945,20,1,2023-10-18,2023-12-07,19,2.7,Average course with some useful content.
11946,216,8,2024-03-31,2024-08-11,37,2.1,"Not worth the time, very disappointing."
11947,61,14,2023-02-20,2023-05-12,11,1.2,The content was outdated and irrelevant.
11948,333,7,2023-03-18,2023-04-20,77,1.2,I didn't learn anything new from this course.
11949,318,16,2024-03-12,2024-06-04,52,3.3,The course met my expectations.
11950,112,3,2022-11-11,2022-12-19,45,3.7,Average course with some useful content.
11951,139,11,2023-03-07,2023-08-18,25,4.0,I really enjoyed this course.
11952,11,11,2023-04-01,2023-09-23,50,3.8,"Not much to say, it was a standard course."
11953,68,20,2023-12-25,2024-04-24,74,2.9,"The course was okay, not too bad."
11954,87,7,2022-12-02,2023-01-30,68,2.7,It was a decent experience overall.
11955,428,16,2023-12-14,2024-01-18,78,2.4,I would not recommend this course.
11956,471,4,2024-01-04,2024-04-28,9,4.0,"The instructor was great, learned a lot!"
11957,465,24,2024-01-22,2024-04-12,45,1.2,I would not recommend this course.
11958,419,17,2023-07-24,2023-12-30,32,1.4,I would not recommend this course.
11959,465,8,2024-05-16,2024-08-30,2,2.7,"Not much to say, it was a standard course."
11960,291,11,2023-06-26,2023-09-21,60,1.8,I didn't learn anything new from this course.
11961,391,20,2022-11-01,2023-01-21,81,1.0,"Poorly organized, I expected better."
11962,434,1,2022-11-13,2023-04-26,30,1.5,I would not recommend this course.
11963,8,23,2023-12-03,2024-01-17,36,3.5,"The course was okay, not too bad."
11964,145,20,2023-12-20,2024-05-06,35,1.9,"Poorly organized, I expected better."
11965,199,3,2023-10-11,2024-01-15,29,3.9,The course met my expectations.
11966,459,12,2023-06-03,2023-09-01,8,3.9,Average course with some useful content.
11967,379,5,2022-11-04,2023-01-08,14,1.5,I didn't learn anything new from this course.
11968,81,1,2023-02-15,2023-07-18,72,2.6,"The course was okay, not too bad."
11969,224,2,2024-08-30,2024-12-12,44,2.7,"The course was okay, not too bad."
11970,395,15,2023-04-03,2023-05-06,88,4.5,The materials provided were very helpful.
11971,494,3,2024-02-11,2024-06-29,78,3.7,Average course with some useful content.
11972,11,10,2023-10-02,2024-03-05,23,3.2,The course met my expectations.
11973,471,11,2023-04-12,2023-09-04,74,1.4,The content was outdated and irrelevant.
11974,180,22,2023-05-06,2023-07-25,72,2.0,I didn't learn anything new from this course.
11975,245,16,2023-08-15,2024-01-12,58,2.8,Average course with some useful content.
11976,364,10,2023-12-20,2024-01-19,89,1.9,I would not recommend this course.
11977,156,5,2023-12-23,2024-02-18,55,1.3,The content was outdated and irrelevant.
11978,384,6,2022-11-29,2023-02-21,95,1.1,"Not worth the time, very disappointing."
11979,249,17,2023-05-24,2023-07-31,37,3.2,The course met my expectations.
11980,108,23,2023-09-09,2024-02-03,48,4.5,"Excellent course, highly recommend!"
11981,292,23,2023-02-19,2023-05-21,17,4.0,"Excellent course, highly recommend!"
11982,123,9,2024-03-15,2024-04-23,27,3.5,"The course was okay, not too bad."
11983,155,24,2024-07-04,2024-12-19,51,3.4,It was a decent experience overall.
11984,69,20,2023-03-21,2023-06-18,2,1.1,I didn't learn anything new from this course.
11985,427,24,2024-02-03,2024-08-01,45,3.6,"Not much to say, it was a standard course."
11986,250,13,2023-08-31,2023-11-10,69,1.8,I didn't learn anything new from this course.
11987,51,5,2023-12-13,2024-03-09,1,3.8,"The course was okay, not too bad."
11988,333,11,2023-09-19,2023-12-12,92,2.9,"The course was okay, not too bad."
11989,264,20,2023-03-22,2023-08-13,49,4.0,The materials provided were very helpful.
11990,357,17,2023-10-13,2023-12-29,16,4.9,Very informative and well structured.
11991,6,19,2023-07-10,2023-11-27,46,3.5,Average course with some useful content.
11992,69,18,2024-05-10,2024-08-02,3,1.9,I would not recommend this course.
11993,26,15,2023-01-21,2023-05-25,49,3.6,The course met my expectations.
11994,384,10,2024-05-04,2024-08-20,21,1.0,I would not recommend this course.
11995,132,12,2023-11-04,2024-03-09,47,3.2,Average course with some useful content.
11996,493,15,2023-03-25,2023-05-23,96,4.7,Very informative and well structured.
11997,280,11,2024-07-06,2024-09-09,73,3.3,"Not much to say, it was a standard course."
11998,156,7,2023-12-12,2024-04-13,16,4.1,The materials provided were very helpful.
11999,428,18,2023-05-07,2023-10-11,88,2.3,"Poorly organized, I expected better."
12000,450,2,2024-09-20,2024-11-01,7,4.8,"The instructor was great, learned a lot!"
12001,208,18,2023-05-03,2023-06-17,47,4.4,The materials provided were very helpful.
12002,268,9,2022-10-14,2023-03-05,18,1.7,"Poorly organized, I expected better."
12003,193,2,2023-10-17,2024-01-27,99,1.8,I didn't learn anything new from this course.
12004,345,20,2023-12-13,2024-02-02,20,3.1,It was a decent experience overall.
12005,208,1,2024-05-24,2024-08-20,43,4.5,"The instructor was great, learned a lot!"
12006,46,24,2024-06-22,2024-08-14,78,3.9,The course met my expectations.
12007,470,21,2023-04-24,2023-07-15,14,3.2,Average course with some useful content.
12008,285,12,2023-01-10,2023-06-03,34,1.9,The content was outdated and irrelevant.
12009,134,11,2023-01-25,2023-03-05,58,2.8,It was a decent experience overall.
12010,108,15,2023-09-24,2023-10-25,8,3.3,"The course was okay, not too bad."
12011,436,17,2022-11-19,2023-04-28,35,1.6,"Not worth the time, very disappointing."
12012,205,22,2024-07-11,2024-09-20,33,3.6,"The course was okay, not too bad."
12013,146,19,2022-12-17,2023-03-09,70,2.2,The content was outdated and irrelevant.
12014,355,4,2023-04-13,2023-05-24,26,4.9,"Excellent course, highly recommend!"
12015,280,17,2023-11-02,2024-03-25,93,4.1,Very informative and well structured.
12016,437,11,2023-08-15,2024-01-22,13,3.3,It was a decent experience overall.
12017,103,15,2022-10-22,2023-01-08,36,2.3,"Not worth the time, very disappointing."
12018,495,16,2023-12-05,2024-04-29,9,2.5,Average course with some useful content.
12019,240,6,2023-04-24,2023-09-25,82,3.0,It was a decent experience overall.
12020,86,21,2024-07-21,2024-09-29,92,1.3,The content was outdated and irrelevant.
12021,415,22,2022-11-11,2023-02-22,43,1.3,I didn't learn anything new from this course.
12022,379,3,2023-09-08,2024-02-16,40,4.5,The materials provided were very helpful.
12023,355,23,2024-03-28,2024-09-23,44,2.6,The course met my expectations.
12024,140,13,2023-07-07,2023-09-18,73,4.4,Very informative and well structured.
12025,395,8,2024-06-06,2024-10-04,39,3.1,It was a decent experience overall.
12026,230,9,2024-06-21,2024-07-26,17,1.2,I didn't learn anything new from this course.
12027,483,24,2023-04-26,2023-09-25,3,4.7,The materials provided were very helpful.
12028,329,3,2022-12-22,2023-05-23,51,2.6,"Not much to say, it was a standard course."
12029,415,9,2022-10-12,2023-03-22,84,4.2,I really enjoyed this course.
12030,314,5,2023-03-01,2023-05-05,28,3.1,It was a decent experience overall.
12031,248,3,2023-11-22,2024-02-20,73,3.5,The course met my expectations.
12032,207,6,2022-10-17,2022-12-01,42,3.5,"The course was okay, not too bad."
12033,483,13,2022-11-06,2023-01-20,31,4.7,Very informative and well structured.
12034,279,4,2024-06-30,2024-08-08,25,1.8,The content was outdated and irrelevant.
12035,128,22,2024-04-14,2024-09-18,91,1.1,I didn't learn anything new from this course.
12036,427,4,2023-12-09,2024-04-27,90,3.8,Average course with some useful content.
12037,66,17,2024-07-23,2024-09-25,75,2.7,It was a decent experience overall.
12038,495,6,2023-06-14,2023-09-30,34,3.0,"Not much to say, it was a standard course."
12039,28,6,2024-01-16,2024-03-09,78,4.4,I really enjoyed this course.
12040,411,16,2024-09-08,2024-10-27,45,3.7,The course met my expectations.
12041,31,18,2024-05-14,2024-09-08,90,3.4,It was a decent experience overall.
12042,203,3,2024-06-12,2024-10-29,87,1.3,I would not recommend this course.
12043,300,2,2023-08-21,2023-09-28,83,2.1,I didn't learn anything new from this course.
12044,407,23,2022-10-31,2023-03-07,84,1.9,I didn't learn anything new from this course.
12045,75,21,2023-01-04,2023-06-20,27,2.9,The course met my expectations.
12046,132,20,2022-11-06,2023-01-14,38,1.8,"Not worth the time, very disappointing."
12047,108,3,2024-01-30,2024-05-12,13,3.4,Average course with some useful content.
12048,122,10,2023-10-06,2023-12-22,79,2.3,I didn't learn anything new from this course.
12049,123,5,2023-12-09,2024-04-07,17,1.3,I didn't learn anything new from this course.
12050,87,2,2024-07-20,2024-12-12,14,3.3,It was a decent experience overall.
12051,98,23,2023-08-05,2023-11-03,11,4.9,I really enjoyed this course.
12052,428,8,2023-10-06,2024-03-30,34,1.0,I didn't learn anything new from this course.
12053,461,15,2023-11-26,2024-02-16,41,4.7,"Excellent course, highly recommend!"
12054,329,2,2024-09-06,2025-01-29,14,2.8,"Not much to say, it was a standard course."
12055,231,7,2023-07-25,2023-11-09,61,4.0,Very informative and well structured.
12056,8,18,2023-08-05,2024-01-04,99,2.8,"Not much to say, it was a standard course."
12057,221,15,2023-01-07,2023-04-15,48,4.4,The materials provided were very helpful.
12058,113,9,2023-11-18,2024-01-09,45,3.2,"Not much to say, it was a standard course."
12059,11,11,2022-10-30,2023-02-14,11,4.1,"The instructor was great, learned a lot!"
12060,354,16,2023-06-28,2023-11-20,19,1.8,The content was outdated and irrelevant.
12061,333,19,2023-03-23,2023-04-24,28,4.6,The materials provided were very helpful.
12062,216,3,2023-09-19,2024-01-10,37,1.4,"Not worth the time, very disappointing."
12063,335,23,2022-12-21,2023-01-28,69,1.3,"Not worth the time, very disappointing."
12064,73,16,2024-09-23,2024-11-24,21,1.8,"Not worth the time, very disappointing."
12065,87,17,2023-02-06,2023-07-17,93,2.1,I didn't learn anything new from this course.
12066,262,6,2024-05-25,2024-10-23,59,3.0,It was a decent experience overall.
12067,462,14,2023-12-30,2024-04-23,42,4.1,"Excellent course, highly recommend!"
12068,75,17,2022-10-14,2022-12-01,83,2.2,I would not recommend this course.
12069,216,13,2023-02-09,2023-07-07,41,4.3,The materials provided were very helpful.
12070,224,2,2023-04-22,2023-09-09,13,1.3,The content was outdated and irrelevant.
12071,276,23,2024-08-11,2024-11-18,68,3.1,The course met my expectations.
12072,479,11,2023-07-13,2023-09-22,93,2.4,I didn't learn anything new from this course.
12073,486,8,2023-02-14,2023-06-05,5,2.3,"Not worth the time, very disappointing."
12074,354,7,2023-11-08,2023-12-22,1,1.9,I didn't learn anything new from this course.
12075,24,24,2024-05-15,2024-10-24,65,1.0,I would not recommend this course.
12076,486,13,2023-01-08,2023-04-20,47,2.8,"The course was okay, not too bad."
12077,221,14,2024-07-17,2024-12-23,59,2.3,I would not recommend this course.
12078,111,17,2023-06-05,2023-11-04,55,2.1,The content was outdated and irrelevant.
12079,471,15,2023-08-14,2023-12-22,38,1.8,"Not worth the time, very disappointing."
12080,65,7,2022-12-05,2023-02-08,66,3.6,"Not much to say, it was a standard course."
12081,200,1,2022-12-31,2023-04-19,44,3.3,"The course was okay, not too bad."
12082,21,15,2022-10-11,2023-04-06,42,4.0,"The instructor was great, learned a lot!"
12083,8,4,2023-02-08,2023-04-15,26,2.1,The content was outdated and irrelevant.
12084,268,18,2023-01-26,2023-05-24,8,1.7,I didn't learn anything new from this course.
12085,28,14,2023-02-10,2023-08-04,33,3.0,"The course was okay, not too bad."
12086,459,11,2024-08-19,2024-10-16,6,4.4,The materials provided were very helpful.
12087,347,23,2024-04-26,2024-07-08,58,4.4,I really enjoyed this course.
12088,250,5,2023-04-15,2023-06-28,28,4.4,"The instructor was great, learned a lot!"
12089,285,8,2024-09-17,2025-02-11,14,1.6,I would not recommend this course.
12090,245,8,2024-02-11,2024-07-24,43,1.6,I didn't learn anything new from this course.
12091,184,13,2024-07-15,2024-09-05,11,4.1,"Excellent course, highly recommend!"
12092,329,13,2024-01-10,2024-02-21,44,3.3,The course met my expectations.
12093,139,4,2022-10-27,2022-11-30,1,3.1,"The course was okay, not too bad."
12094,61,4,2024-10-03,2025-02-06,23,2.4,I would not recommend this course.
12095,71,9,2022-12-20,2023-06-08,93,1.9,"Poorly organized, I expected better."
12096,427,18,2023-01-09,2023-06-25,72,4.5,The materials provided were very helpful.
12097,305,21,2024-04-23,2024-07-27,88,3.1,"The course was okay, not too bad."
12098,113,21,2023-02-27,2023-05-25,25,2.7,It was a decent experience overall.
12099,145,19,2024-02-28,2024-05-23,20,3.3,"Not much to say, it was a standard course."
12100,407,23,2023-09-03,2024-01-20,47,3.6,It was a decent experience overall.
12101,483,13,2022-11-17,2023-03-24,86,3.5,"Not much to say, it was a standard course."
12102,30,5,2023-12-21,2024-02-22,40,2.8,"The course was okay, not too bad."
12103,333,23,2023-12-06,2024-02-13,47,3.9,Average course with some useful content.
12104,32,3,2023-06-01,2023-10-05,4,4.5,I really enjoyed this course.
12105,101,15,2022-12-09,2023-06-07,35,2.6,It was a decent experience overall.
12106,488,2,2023-12-27,2024-02-06,44,3.7,The course met my expectations.
12107,277,7,2023-04-01,2023-05-12,80,2.9,"The course was okay, not too bad."
12108,121,20,2023-03-06,2023-08-04,62,1.9,The content was outdated and irrelevant.
12109,111,1,2023-08-13,2023-10-07,100,1.2,"Poorly organized, I expected better."
12110,266,13,2023-11-11,2024-04-16,36,3.2,"The course was okay, not too bad."
12111,135,22,2024-06-15,2024-11-06,65,1.2,The content was outdated and irrelevant.
12112,203,5,2023-02-15,2023-04-28,97,1.8,"Not worth the time, very disappointing."
12113,486,1,2024-02-03,2024-03-20,84,2.1,The content was outdated and irrelevant.
