enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,category
10653,150,20,2023-12-17,2024-03-03,58,4.5,Positive
10654,126,3,2024-06-28,2024-12-13,73,4.1,Positive
10655,155,21,2023-02-18,2023-06-27,59,1.8,Negative
10656,391,23,2023-03-23,2023-08-19,47,1.1,Neutral
10657,415,21,2024-04-09,2024-07-27,71,3.4,Positive
10658,449,20,2023-06-20,2023-11-13,98,2.5,Negative
10659,46,8,2024-02-06,2024-06-27,55,4.1,Positive
10660,33,18,2023-08-31,2023-10-08,76,1.1,Negative
10661,486,21,2023-12-28,2024-04-17,5,3.3,Positive
10662,470,9,2024-03-24,2024-06-26,13,2.8,Negative
10663,391,8,2023-11-14,2024-03-10,58,3.4,Positive
10664,184,22,2024-09-09,2024-10-25,64,3.9,Neutral
10665,100,15,2023-07-08,2023-11-26,24,3.4,Positive
10666,428,1,2024-01-09,2024-06-30,68,3.8,Negative
10667,130,20,2022-12-13,2023-03-05,31,3.7,Positive
10668,449,21,2024-06-02,2024-09-18,4,4.5,Positive
10669,487,6,2023-11-12,2024-01-21,47,4.4,Positive
10670,399,7,2023-07-21,2023-11-02,13,1.7,Neutral
10671,50,11,2024-05-05,2024-07-03,71,3.1,Negative
10672,17,23,2024-01-19,2024-03-02,51,4.2,Positive
10673,213,10,2024-05-28,2024-11-08,59,1.7,Positive
10674,466,22,2023-03-22,2023-05-13,98,1.4,Neutral
10675,51,7,2023-05-21,2023-07-28,76,4.8,Positive
10676,344,14,2023-01-09,2023-02-19,74,4.4,Positive
10677,8,22,2024-09-17,2024-12-18,4,3.9,Negative
10678,219,15,2024-05-30,2024-10-25,0,1.5,Negative
10679,181,23,2024-04-07,2024-05-16,73,3.2,Positive
10680,395,23,2023-09-21,2024-01-18,51,3.7,Neutral
10681,301,11,2024-10-08,2024-11-20,50,2.4,Negative
10682,116,10,2023-07-14,2023-11-11,18,2.9,Neutral
10683,249,20,2023-06-06,2023-08-31,72,1.0,Neutral
10684,204,11,2023-10-22,2024-02-14,8,2.5,Negative
10685,51,23,2023-07-01,2023-11-15,6,4.8,Positive
10686,486,5,2024-06-15,2024-10-14,24,1.8,Neutral
10687,70,10,2023-08-19,2023-10-27,97,4.1,Positive
10688,259,13,2023-11-10,2024-01-04,58,2.1,Neutral
10689,413,4,2024-02-04,2024-07-03,4,2.6,Negative
10690,264,15,2023-02-07,2023-07-22,40,5.0,Positive
10691,21,2,2023-09-02,2024-02-07,93,2.1,Neutral
10692,153,5,2023-03-08,2023-06-28,62,3.6,Negative
10693,286,4,2023-12-21,2024-01-31,17,3.1,Positive
10694,377,9,2023-05-25,2023-11-05,99,3.4,Positive
10695,159,13,2024-10-03,2024-12-21,17,2.3,Neutral
10696,306,21,2023-08-17,2023-11-01,73,1.5,Negative
10697,430,17,2023-06-10,2023-10-25,89,2.3,Negative
10698,178,14,2022-12-29,2023-05-27,34,1.7,Neutral
10699,130,3,2023-12-22,2024-05-22,41,3.4,Negative
10700,134,11,2024-09-08,2024-12-21,32,2.5,Neutral
10701,161,24,2023-03-04,2023-08-28,92,4.0,Positive
10702,221,4,2024-04-21,2024-08-02,12,1.0,Neutral
10703,130,15,2024-08-29,2025-02-03,37,2.5,Neutral
10704,284,5,2023-07-12,2024-01-07,41,4.3,Positive
10705,57,13,2022-12-28,2023-06-17,67,3.0,Positive
10706,11,3,2023-09-08,2024-01-07,86,1.4,Negative
10707,423,12,2023-03-24,2023-05-20,20,2.7,Neutral
10708,67,21,2023-09-28,2023-12-19,12,3.9,Positive
10709,206,3,2024-08-23,2024-10-27,55,2.8,Positive
10710,240,14,2023-07-18,2023-09-16,61,2.9,Positive
10711,329,5,2023-12-22,2024-05-28,51,3.1,Positive
10712,240,5,2023-07-14,2023-10-22,23,1.3,Neutral
10713,275,12,2023-05-19,2023-09-23,58,2.3,Negative
10714,255,4,2022-10-18,2022-12-08,94,3.0,Negative
10715,51,2,2023-10-30,2024-02-04,39,4.4,Positive
10716,133,12,2024-05-18,2024-09-27,40,2.3,Negative
10717,274,23,2023-03-14,2023-07-14,73,1.9,Negative
10718,59,11,2024-04-05,2024-05-16,100,3.9,Negative
10719,407,21,2024-07-31,2025-01-10,35,1.6,Neutral
10720,268,6,2024-01-12,2024-02-18,64,3.8,Neutral
10721,381,12,2023-04-06,2023-06-24,47,2.4,Neutral
10722,222,7,2023-08-29,2023-12-26,45,2.6,Negative
10723,209,11,2024-01-23,2024-03-05,33,1.2,Positive
10724,243,20,2024-03-06,2024-07-05,99,4.6,Positive
10725,268,11,2023-10-03,2024-01-08,47,3.8,Negative
10726,98,18,2023-09-08,2023-12-17,87,4.9,Positive
10727,209,3,2023-05-01,2023-09-23,44,4.0,Positive
10728,431,18,2023-12-11,2024-05-19,4,1.4,Neutral
10729,130,7,2024-08-01,2024-10-20,47,3.8,Neutral
10730,272,15,2024-09-10,2025-01-26,58,2.5,Positive
10731,126,24,2023-02-07,2023-06-27,76,1.9,Neutral
10732,204,7,2024-10-01,2025-01-27,75,3.9,Positive
10733,254,20,2023-11-28,2024-01-31,26,2.4,Negative
10734,178,2,2024-05-05,2024-07-02,57,3.5,Positive
10735,264,22,2024-07-10,2024-10-19,84,4.8,Positive
10736,395,12,2024-02-04,2024-07-10,31,2.4,Neutral
10737,335,20,2023-11-12,2024-01-07,75,1.6,Neutral
10738,67,24,2024-04-30,2024-08-24,76,4.0,Positive
10739,34,22,2024-09-01,2025-02-13,24,4.2,Positive
10740,39,19,2023-02-11,2023-04-26,7,1.3,Negative
10741,62,8,2023-10-02,2023-11-13,39,4.7,Positive
10742,377,5,2024-07-05,2024-12-13,5,2.7,Positive
10743,297,19,2024-01-05,2024-06-25,4,1.0,Positive
10744,193,13,2023-11-16,2024-01-05,83,2.7,Neutral
10745,140,4,2023-11-02,2024-01-15,20,1.9,Negative
10746,124,13,2023-12-02,2024-04-22,54,4.5,Positive
10747,375,2,2022-12-26,2023-04-22,81,3.0,Negative
10748,230,2,2024-02-06,2024-07-10,26,2.0,Negative
10749,468,10,2023-04-02,2023-06-07,46,2.1,Positive
10750,427,5,2023-07-19,2024-01-15,94,2.3,Positive
10751,145,9,2023-08-23,2023-12-07,53,3.5,Positive
10752,59,22,2023-12-29,2024-04-07,18,1.5,Positive
10753,240,6,2024-07-19,2024-11-05,62,4.3,Positive
10754,243,14,2023-02-24,2023-07-10,71,4.7,Positive
10755,150,14,2024-03-01,2024-08-28,8,3.2,Negative
10756,36,20,2023-10-23,2024-04-03,41,4.1,Positive
10757,486,24,2023-05-26,2023-08-06,45,4.6,Positive
10758,371,20,2024-02-09,2024-06-10,69,4.9,Positive
10759,333,10,2023-08-04,2023-11-02,28,1.5,Negative
10760,204,6,2022-11-05,2023-02-07,40,2.2,Neutral
10761,179,23,2023-08-05,2024-01-18,13,4.4,Positive
10762,379,10,2024-09-23,2025-01-02,38,1.1,Neutral
10763,442,6,2022-11-30,2023-05-22,50,1.8,Negative
10764,381,14,2024-01-14,2024-04-18,78,2.5,Positive
10765,274,20,2023-06-07,2023-10-27,67,1.4,Negative
10766,456,9,2024-02-21,2024-04-13,9,2.2,Neutral
10767,218,18,2024-06-13,2024-10-21,50,1.7,Negative
10768,419,5,2023-11-27,2024-03-18,72,3.4,Negative
10769,183,16,2024-05-29,2024-10-16,65,4.5,Positive
10770,333,13,2023-11-13,2024-03-16,7,3.9,Neutral
10771,90,24,2022-11-10,2023-01-07,36,4.8,Positive
10772,53,22,2024-06-21,2024-09-25,43,1.8,Negative
10773,466,11,2024-03-03,2024-04-16,55,3.7,Negative
10774,292,4,2024-06-18,2024-08-22,74,4.5,Positive
10775,61,14,2022-11-09,2023-01-29,68,4.3,Positive
10776,306,3,2023-03-15,2023-08-05,47,2.9,Negative
10777,248,1,2023-07-30,2023-10-07,42,3.2,Positive
10778,442,12,2023-11-09,2024-04-18,34,4.7,Positive
10779,163,21,2023-10-31,2023-12-05,48,2.7,Positive
10780,156,17,2023-10-01,2023-12-23,2,4.6,Positive
10781,430,14,2024-05-24,2024-08-22,50,4.7,Positive
10782,256,15,2023-06-18,2023-12-01,39,3.3,Negative
10783,459,21,2024-05-09,2024-10-31,82,1.3,Negative
10784,206,22,2024-05-10,2024-09-10,91,3.8,Neutral
10785,87,12,2023-01-25,2023-05-30,42,1.0,Negative
10786,216,23,2023-03-18,2023-08-20,37,3.9,Negative
10787,318,10,2023-07-31,2023-12-29,36,2.7,Neutral
10788,285,2,2024-06-29,2024-12-04,19,1.8,Negative
10789,134,12,2024-05-10,2024-09-28,86,2.1,Negative
10790,20,19,2023-12-19,2024-02-27,97,2.4,Neutral
10791,8,13,2023-05-30,2023-08-01,37,4.8,Positive
10792,61,22,2024-07-04,2024-10-10,67,1.1,Neutral
10793,404,6,2023-06-29,2023-08-27,47,2.9,Negative
10794,6,12,2023-10-27,2024-04-02,26,1.8,Positive
10795,471,15,2023-07-22,2023-09-26,65,1.1,Negative
10796,277,21,2024-05-04,2024-10-17,31,2.2,Neutral
10797,9,7,2024-02-12,2024-05-03,2,4.6,Positive
10798,65,23,2023-01-04,2023-06-29,16,3.2,Negative
10799,449,2,2023-04-27,2023-10-23,63,2.7,Neutral
10800,455,4,2024-02-05,2024-03-29,61,4.1,Positive
10801,320,1,2024-08-10,2024-11-20,15,1.4,Negative
10802,288,20,2024-09-14,2025-03-02,52,3.1,Negative
10803,240,1,2023-09-10,2023-10-12,22,2.1,Negative
10804,406,21,2023-06-15,2023-09-05,78,3.0,Negative
10805,255,1,2023-09-30,2024-01-13,1,3.1,Negative
10806,438,11,2024-05-18,2024-08-20,45,5.0,Positive
10807,103,11,2024-10-03,2025-03-27,74,1.5,Negative
10808,11,9,2022-12-01,2023-05-24,91,2.0,Negative
10809,146,1,2024-08-09,2024-11-20,78,1.0,Negative
10810,377,13,2023-04-21,2023-06-15,63,3.7,Neutral
10811,301,17,2024-03-27,2024-08-24,19,3.1,Neutral
10812,459,15,2024-08-19,2024-12-24,7,2.2,Negative
10813,189,19,2024-06-15,2024-08-19,53,4.8,Positive
10814,231,18,2023-06-02,2023-10-07,89,4.1,Positive
10815,339,10,2024-02-02,2024-07-20,83,1.9,Neutral
10816,224,12,2023-05-19,2023-10-02,88,1.1,Neutral
10817,436,4,2024-08-29,2025-02-08,70,5.0,Positive
10818,63,19,2024-02-07,2024-06-03,46,1.2,Negative
10819,203,3,2024-05-04,2024-06-05,90,1.3,Positive
10820,135,1,2024-02-07,2024-06-14,10,3.1,Negative
10821,153,23,2022-10-14,2022-12-05,83,4.7,Positive
10822,391,12,2024-06-24,2024-08-17,39,2.1,Negative
10823,70,12,2024-05-18,2024-08-19,28,3.2,Negative
10824,69,16,2024-04-02,2024-06-03,66,3.5,Negative
10825,286,11,2023-04-18,2023-07-26,51,4.6,Positive
10826,16,4,2023-10-06,2024-03-12,10,1.9,Negative
10827,198,3,2023-09-25,2024-02-18,76,4.2,Positive
10828,445,9,2023-11-19,2023-12-19,59,2.8,Negative
10829,267,15,2022-10-17,2023-01-18,69,4.2,Positive
10830,108,13,2023-11-19,2024-04-19,89,1.9,Neutral
10831,30,8,2023-11-03,2024-03-27,37,4.4,Positive
10832,437,2,2023-02-23,2023-04-14,6,4.1,Positive
10833,160,3,2023-01-07,2023-04-17,65,3.3,Positive
10834,266,3,2023-04-04,2023-07-14,26,3.0,Positive
10835,417,20,2024-02-12,2024-06-22,99,1.7,Negative
10836,149,12,2024-01-20,2024-03-21,47,1.6,Neutral
10837,188,21,2024-01-02,2024-06-16,60,2.5,Negative
10838,141,9,2023-05-01,2023-06-20,42,4.9,Positive
10839,33,8,2024-09-26,2024-12-13,64,2.4,Positive
10840,314,2,2024-05-28,2024-11-05,35,2.7,Negative
10841,404,11,2022-10-26,2022-12-24,69,1.8,Neutral
10842,420,10,2022-11-17,2023-02-08,19,2.7,Neutral
10843,275,3,2024-07-08,2024-11-18,92,4.1,Positive
10844,451,19,2023-06-02,2023-09-22,37,3.6,Neutral
10845,484,7,2024-09-25,2024-11-30,38,4.7,Positive
10846,329,15,2024-08-14,2024-12-21,45,1.7,Neutral
10847,272,12,2022-11-05,2023-04-20,64,3.2,Positive
10848,395,1,2024-07-16,2024-11-13,28,2.6,Positive
10849,384,4,2022-11-30,2023-04-07,40,3.6,Neutral
10850,455,22,2023-05-15,2023-08-27,33,1.0,Negative
10851,294,9,2024-02-26,2024-04-29,50,3.9,Neutral
10852,262,10,2024-02-10,2024-06-04,8,3.2,Positive
10853,200,18,2023-10-30,2024-03-29,75,1.4,Neutral
10854,225,13,2023-08-09,2024-01-09,26,3.9,Positive
10855,409,14,2023-12-01,2024-03-02,59,2.6,Negative
10856,103,19,2024-06-02,2024-07-18,89,3.1,Neutral
10857,353,15,2023-04-17,2023-07-15,78,2.3,Negative
10858,414,15,2024-06-09,2024-11-10,69,2.1,Positive
10859,104,15,2024-08-19,2024-12-13,0,1.4,Neutral
10860,458,20,2022-10-29,2023-03-30,23,4.4,Positive
10861,384,17,2023-10-30,2024-01-15,82,3.4,Negative
10862,159,15,2023-08-27,2024-01-18,92,2.0,Negative
10863,20,13,2023-05-23,2023-07-15,80,3.9,Positive
10864,249,4,2023-12-31,2024-05-07,73,1.9,Positive
10865,212,9,2023-01-13,2023-04-11,18,2.8,Positive
10866,437,7,2023-07-29,2023-09-12,34,2.9,Positive
10867,249,20,2023-04-26,2023-08-02,93,1.9,Neutral
10868,264,8,2023-08-05,2023-09-17,61,2.6,Positive
10869,217,5,2024-03-21,2024-08-15,75,1.1,Neutral
10870,267,22,2024-02-07,2024-03-21,78,4.6,Positive
10871,199,11,2022-10-30,2023-01-12,77,1.8,Negative
10872,39,22,2024-07-26,2024-10-04,25,2.6,Negative
10873,428,24,2023-04-24,2023-10-13,65,2.2,Neutral
10874,146,13,2024-01-14,2024-06-21,51,4.7,Positive
10875,65,19,2024-02-09,2024-07-17,88,2.1,Neutral
10876,383,20,2023-04-13,2023-09-26,53,4.3,Positive
10877,180,3,2024-01-10,2024-05-13,10,3.9,Positive
10878,470,21,2022-10-09,2023-02-19,39,4.7,Positive
10879,12,6,2023-10-11,2024-01-02,21,2.6,Positive
10880,494,14,2023-08-18,2023-12-02,27,1.5,Negative
10881,494,18,2024-10-07,2025-01-10,6,4.1,Positive
10882,116,6,2024-02-18,2024-04-05,86,4.0,Positive
10883,329,21,2024-01-04,2024-03-09,63,1.6,Negative
10884,437,12,2023-07-27,2024-01-01,89,4.2,Positive
10885,328,24,2023-09-21,2023-10-27,32,4.6,Positive
10886,99,17,2024-07-08,2024-08-30,24,2.0,Neutral
10887,200,9,2024-03-01,2024-07-11,91,3.0,Positive
10888,192,15,2024-02-08,2024-07-30,39,4.0,Positive
10889,51,21,2023-11-22,2024-01-15,67,2.2,Positive
10890,26,22,2023-04-06,2023-07-22,21,3.3,Negative
10891,48,4,2023-07-22,2023-09-05,30,3.6,Positive
10892,333,17,2023-10-05,2023-11-29,54,1.2,Neutral
10893,200,20,2023-07-15,2023-12-13,19,3.2,Negative
10894,231,20,2024-05-06,2024-06-25,34,1.7,Negative
10895,209,13,2023-05-16,2023-06-20,48,4.7,Positive
10896,266,17,2022-12-02,2023-04-27,37,4.0,Positive
10897,26,7,2023-02-11,2023-07-02,41,2.4,Neutral
10898,230,16,2024-04-17,2024-07-14,92,3.6,Negative
10899,185,4,2023-05-27,2023-09-12,79,2.1,Negative
10900,17,24,2023-04-16,2023-09-14,97,3.9,Positive
10901,357,4,2024-09-14,2025-01-26,93,3.8,Negative
10902,80,23,2024-03-13,2024-04-17,48,2.9,Negative
10903,395,16,2024-01-12,2024-07-09,46,1.3,Neutral
10904,16,18,2023-05-23,2023-08-13,68,1.5,Negative
10905,392,6,2023-05-15,2023-08-10,12,3.0,Neutral
10906,402,8,2023-03-16,2023-06-03,68,2.2,Negative
10907,303,15,2024-09-04,2024-11-04,37,1.4,Negative
10908,424,11,2024-04-11,2024-05-19,73,1.1,Negative
10909,254,8,2024-08-22,2024-10-15,61,3.7,Negative
10910,81,18,2022-10-15,2022-11-19,62,2.5,Negative
10911,174,14,2024-09-02,2025-01-17,13,2.7,Negative
10912,112,1,2023-06-01,2023-10-26,18,3.0,Negative
10913,74,17,2024-06-06,2024-11-13,74,1.1,Neutral
10914,443,5,2024-07-20,2024-09-12,20,1.2,Positive
10915,27,4,2023-12-25,2024-01-28,26,1.8,Neutral
10916,77,6,2024-09-10,2024-12-20,57,1.9,Positive
10917,272,15,2024-02-21,2024-07-30,15,2.2,Negative
10918,240,6,2024-02-21,2024-04-09,26,3.5,Negative
10919,303,13,2024-04-05,2024-06-27,23,1.3,Neutral
10920,395,3,2023-05-19,2023-08-09,99,2.8,Neutral
10921,100,24,2022-10-24,2023-02-21,38,2.6,Negative
10922,437,16,2023-05-13,2023-07-25,47,3.3,Positive
10923,98,10,2023-03-14,2023-08-17,48,4.6,Positive
10924,253,11,2023-10-01,2023-12-27,74,4.8,Positive
10925,333,22,2022-10-18,2023-04-05,32,5.0,Positive
10926,363,19,2024-01-20,2024-02-28,70,3.5,Negative
10927,267,18,2023-08-05,2024-01-31,49,1.1,Neutral
10928,230,22,2022-12-21,2023-06-16,21,1.8,Neutral
10929,413,3,2023-10-06,2024-03-26,7,1.3,Neutral
10930,300,9,2024-05-20,2024-08-17,54,4.8,Positive
10931,335,24,2024-05-16,2024-08-01,99,1.5,Neutral
10932,264,1,2024-05-22,2024-07-21,55,1.5,Neutral
10933,96,15,2023-11-24,2024-01-13,90,1.6,Negative
10934,119,21,2024-06-30,2024-12-12,87,3.1,Positive
10935,339,5,2024-09-03,2025-01-30,47,1.5,Negative
10936,21,15,2023-08-20,2023-10-29,78,1.0,Neutral
10937,96,23,2023-10-31,2024-04-26,82,2.5,Negative
10938,161,10,2024-09-21,2025-02-22,27,5.0,Positive
10939,155,7,2024-10-05,2024-11-24,49,3.3,Neutral
10940,450,19,2023-08-13,2023-09-18,14,4.1,Positive
10941,262,11,2023-10-30,2023-12-22,81,1.3,Positive
10942,59,1,2024-07-06,2024-11-25,87,2.1,Neutral
10943,451,17,2024-03-19,2024-08-25,78,4.5,Positive
10944,51,14,2024-09-18,2025-02-26,51,1.9,Neutral
10945,445,8,2024-05-02,2024-10-03,20,3.0,Neutral
10946,247,20,2024-04-10,2024-07-28,44,3.5,Positive
10947,495,18,2023-07-15,2023-11-24,53,2.4,Negative
10948,49,6,2024-09-20,2025-01-20,73,1.6,Positive
10949,300,8,2023-07-04,2023-12-10,90,4.6,Positive
10950,104,12,2023-11-21,2024-02-24,58,3.2,Negative
10951,25,3,2024-03-08,2024-08-18,21,3.6,Positive
10952,348,2,2022-12-10,2023-05-03,98,1.4,Positive
10953,184,9,2023-03-15,2023-08-19,57,2.8,Negative
10954,432,3,2023-04-25,2023-09-29,84,4.3,Positive
10955,8,22,2024-02-05,2024-04-01,54,4.1,Positive
10956,418,19,2024-02-15,2024-07-21,54,2.1,Negative
10957,470,6,2022-12-04,2023-04-19,96,4.6,Positive
10958,209,10,2024-08-18,2024-10-14,13,1.1,Neutral
10959,8,6,2024-07-03,2024-12-30,53,3.7,Positive
10960,329,19,2023-06-23,2023-11-12,76,4.6,Positive
10961,301,7,2024-06-25,2024-09-08,9,1.3,Neutral
10962,170,15,2023-12-26,2024-04-06,7,1.5,Neutral
10963,430,17,2023-10-02,2024-02-29,22,1.6,Negative
10964,451,13,2022-11-29,2023-04-25,43,3.1,Negative
10965,301,20,2024-03-27,2024-07-05,12,3.9,Neutral
10966,413,14,2023-06-15,2023-11-04,11,2.5,Negative
10967,206,23,2024-06-19,2024-12-13,96,3.6,Positive
10968,189,3,2024-07-04,2024-08-17,14,1.9,Positive
10969,128,17,2024-03-19,2024-05-19,9,1.4,Neutral
10970,431,2,2024-04-04,2024-05-07,1,1.4,Neutral
10971,249,18,2023-11-05,2024-02-21,95,2.3,Negative
10972,345,15,2023-07-15,2023-11-19,36,2.3,Neutral
10973,26,17,2023-11-15,2023-12-30,37,3.2,Positive
10974,419,6,2024-06-14,2024-08-30,57,3.0,Positive
10975,301,7,2023-03-22,2023-08-16,27,1.5,Positive
10976,34,1,2023-12-26,2024-06-03,55,1.7,Negative
10977,377,21,2023-06-15,2023-07-27,13,3.4,Neutral
10978,288,6,2022-11-10,2023-04-02,61,2.5,Negative
10979,362,16,2024-05-19,2024-10-17,8,2.9,Negative
10980,251,2,2024-04-10,2024-08-14,15,3.8,Positive
10981,69,19,2023-08-20,2023-11-19,29,2.5,Negative
10982,465,13,2023-03-26,2023-07-31,3,2.6,Negative
10983,218,22,2023-09-21,2023-12-27,69,2.2,Negative
10984,181,18,2023-12-07,2024-01-23,77,4.7,Positive
10985,124,22,2023-03-21,2023-06-29,31,2.5,Neutral
10986,34,15,2022-11-17,2023-04-04,17,2.7,Negative
10987,296,22,2023-10-15,2024-02-01,83,4.6,Positive
10988,349,24,2024-08-24,2025-01-09,18,2.5,Negative
10989,395,8,2024-10-07,2024-12-15,62,2.3,Negative
10990,377,6,2023-01-10,2023-04-06,59,2.9,Negative
10991,62,21,2023-02-23,2023-05-16,31,1.6,Negative
10992,458,6,2024-02-18,2024-05-02,8,2.2,Neutral
10993,107,6,2023-07-02,2023-10-11,61,1.6,Positive
10994,104,21,2023-10-09,2023-11-14,18,4.1,Positive
10995,430,21,2024-02-25,2024-04-24,78,4.8,Positive
10996,121,11,2022-10-28,2023-01-12,9,3.9,Neutral
10997,163,16,2024-06-13,2024-10-27,7,2.8,Neutral
10998,406,17,2024-10-07,2024-12-23,36,2.6,Positive
10999,217,1,2024-06-02,2024-07-20,82,3.9,Positive
11000,206,5,2024-06-07,2024-08-05,79,2.0,Neutral
11001,415,24,2022-10-12,2022-12-09,48,1.9,Negative
11002,87,8,2023-05-03,2023-10-28,5,2.2,Neutral
11003,417,5,2023-08-03,2023-10-28,63,1.2,Positive
11004,200,3,2023-10-17,2024-03-09,91,3.4,Negative
11005,494,4,2023-04-28,2023-08-07,63,1.7,Negative
11006,189,18,2023-12-02,2024-03-03,0,2.3,Positive
11007,135,22,2023-03-25,2023-06-06,69,3.8,Positive
11008,107,24,2024-01-07,2024-07-05,10,3.4,Negative
11009,460,1,2024-03-13,2024-05-03,70,3.6,Positive
11010,230,15,2023-05-30,2023-10-18,36,3.2,Negative
11011,17,14,2022-11-13,2022-12-16,65,3.0,Negative
11012,77,11,2024-04-05,2024-05-19,27,1.8,Positive
11013,10,13,2024-07-16,2024-11-11,38,2.0,Negative
11014,388,21,2023-11-03,2023-12-07,3,3.5,Positive
11015,285,24,2023-02-04,2023-04-27,24,5.0,Positive
11016,178,1,2023-12-16,2024-01-18,61,3.4,Positive
11017,314,13,2023-03-11,2023-05-21,82,4.1,Positive
11018,347,17,2023-04-21,2023-09-30,22,3.9,Negative
11019,293,8,2024-10-03,2025-03-28,34,4.7,Positive
11020,259,21,2023-01-23,2023-03-04,39,2.5,Positive
11021,145,8,2023-08-24,2024-02-09,70,2.7,Negative
11022,493,21,2024-03-19,2024-07-07,61,3.7,Positive
11023,57,23,2023-07-24,2023-09-08,48,3.2,Neutral
11024,121,16,2024-02-11,2024-04-26,43,2.3,Neutral
11025,170,3,2024-06-04,2024-11-05,39,3.8,Positive
11026,328,21,2024-06-17,2024-08-04,87,3.2,Negative
11027,371,9,2023-09-02,2023-10-17,70,2.5,Positive
11028,286,3,2024-03-09,2024-07-22,8,2.2,Neutral
11029,446,11,2023-11-25,2024-04-07,23,1.6,Neutral
11030,277,2,2024-04-23,2024-08-27,31,2.0,Negative
11031,318,6,2023-08-08,2023-11-25,40,1.7,Neutral
11032,487,4,2022-11-04,2022-12-06,94,5.0,Positive
11033,432,3,2024-04-24,2024-08-22,95,2.6,Negative
11034,284,6,2024-01-31,2024-05-30,67,2.7,Neutral
11035,219,10,2024-06-20,2024-11-01,40,4.3,Positive
11036,494,15,2024-07-25,2024-08-31,23,4.2,Positive
11037,208,22,2023-12-08,2024-03-31,46,1.0,Negative
11038,408,18,2023-12-23,2024-02-11,86,3.2,Negative
11039,432,2,2024-07-03,2024-11-22,24,2.0,Positive
11040,121,18,2022-11-27,2023-05-12,51,3.5,Positive
11041,79,10,2023-08-14,2024-01-31,1,1.7,Positive
11042,280,5,2022-11-06,2022-12-17,57,3.4,Positive
11043,465,6,2023-02-15,2023-06-15,34,3.5,Negative
11044,446,24,2023-06-23,2023-09-29,13,4.5,Positive
11045,413,20,2023-03-07,2023-07-20,86,3.5,Positive
11046,34,12,2023-07-13,2023-11-21,7,4.5,Positive
11047,130,9,2024-09-25,2024-12-05,62,2.2,Positive
11048,248,7,2024-06-27,2024-08-24,28,3.5,Negative
11049,155,7,2022-11-16,2023-04-09,43,3.4,Negative
11050,21,8,2023-11-02,2024-01-20,53,1.3,Neutral
11051,293,1,2022-11-23,2023-05-18,15,4.9,Positive
11052,435,11,2022-11-19,2022-12-23,39,3.2,Negative
11053,209,16,2023-05-22,2023-09-23,74,3.1,Negative
11054,11,16,2024-01-22,2024-05-29,9,4.5,Positive
11055,267,14,2024-02-11,2024-05-09,78,2.5,Negative
11056,419,7,2024-07-20,2024-09-30,57,2.4,Negative
11057,204,5,2023-08-15,2023-11-21,8,3.5,Negative
11058,184,11,2023-03-28,2023-08-02,47,1.9,Positive
11059,446,16,2024-08-18,2025-01-06,73,3.3,Positive
11060,267,7,2023-01-06,2023-02-24,75,2.8,Negative
11061,49,14,2022-12-31,2023-02-06,69,4.8,Positive
11062,82,19,2023-09-21,2024-03-04,28,4.8,Positive
11063,67,8,2023-04-17,2023-09-06,17,3.4,Positive
11064,320,23,2024-05-29,2024-09-21,38,1.2,Neutral
11065,84,24,2023-05-29,2023-07-16,80,2.9,Neutral
11066,249,23,2022-12-10,2023-02-25,68,1.7,Neutral
11067,46,5,2024-07-14,2024-09-20,27,2.1,Positive
11068,252,21,2023-06-24,2023-08-24,12,3.0,Negative
11069,279,16,2023-08-07,2023-12-07,57,2.1,Neutral
11070,272,23,2022-11-26,2023-05-16,20,1.4,Neutral
11071,65,16,2024-01-07,2024-06-30,48,3.0,Positive
11072,21,1,2024-03-12,2024-05-31,100,1.6,Negative
11073,407,10,2024-07-16,2024-09-29,32,3.8,Neutral
11074,170,1,2024-08-03,2024-12-18,63,4.9,Positive
11075,46,8,2023-12-16,2024-01-24,47,3.6,Neutral
11076,333,4,2023-02-24,2023-04-11,67,1.1,Negative
11077,189,6,2023-08-22,2023-12-28,94,2.3,Negative
11078,65,21,2023-05-04,2023-10-22,51,1.9,Neutral
11079,78,11,2024-08-15,2024-10-23,59,4.3,Positive
11080,445,22,2023-10-06,2023-11-05,50,1.4,Positive
11081,57,21,2023-11-09,2024-02-18,51,2.6,Positive
11082,119,10,2023-03-22,2023-05-06,22,2.4,Negative
11083,408,9,2024-07-11,2024-12-17,20,3.2,Positive
11084,357,16,2024-02-02,2024-07-03,78,4.4,Positive
11085,408,3,2024-05-19,2024-10-12,26,3.1,Negative
11086,28,9,2024-08-25,2025-02-05,90,3.1,Negative
11087,207,19,2023-12-25,2024-02-24,86,3.9,Positive
11088,49,6,2023-02-22,2023-07-24,87,2.6,Positive
11089,437,18,2023-01-16,2023-03-05,97,2.0,Positive
11090,286,20,2023-04-07,2023-05-21,32,4.2,Positive
11091,486,6,2024-08-28,2025-01-25,93,4.8,Positive
11092,419,16,2024-03-03,2024-06-30,62,1.9,Negative
11093,209,10,2024-03-07,2024-06-28,71,4.5,Positive
11094,170,6,2023-11-02,2024-01-25,57,2.0,Neutral
11095,419,5,2024-08-30,2025-02-13,71,2.7,Positive
11096,46,20,2023-01-08,2023-03-11,59,2.3,Neutral
11097,451,9,2023-06-03,2023-08-22,75,4.3,Positive
11098,445,1,2024-08-26,2024-11-24,15,4.3,Positive
11099,470,22,2023-01-17,2023-03-29,38,3.4,Negative
